,Unnamed: 0,Date,X_outlier,y_outlier
1902,1902,2019-03-21,68.4,0.0
1903,1903,2019-03-21,120.1,0.0
1904,1904,2019-03-21,68.9,0.0
1905,1905,2019-03-21,78.8,0.0
1906,1906,2019-03-21,59.4,0.0
1907,1907,2019-03-21,42.3,0.0
1908,1908,2019-03-21,49.9,0.0
1909,1909,2019-03-21,50.56138057975022,0.0
1910,1910,2019-03-21,56.310024107723294,0.0
1911,1911,2019-03-21,51.594107953371534,0.0
1912,1912,2019-03-21,41.70809909712202,0.0
1913,1913,2019-03-21,42.24792982709902,0.0
1914,1914,2019-03-21,48.907270567108476,0.0
1915,1915,2019-03-21,38.577617331725506,0.0
1916,1916,2019-03-21,46.38038231565047,0.0
1917,1917,2019-03-21,44.61175982987674,0.0
1918,1918,2019-03-21,43.707517433790635,0.0
1919,1919,2019-03-21,37.75846485012345,0.0
1920,1920,2019-03-22,21.006136769597628,0.0
1921,1921,2019-03-22,20.690687575399426,0.0
1922,1922,2019-03-22,18.97070433949797,0.0
1923,1923,2019-03-22,23.72673094654485,0.0
1924,1924,2019-03-22,14.714606226586858,0.0
1925,1925,2019-03-22,14.578842081088352,0.0
1926,1926,2019-03-22,17.076492696429806,0.0
1927,1927,2019-03-22,30.63815133844173,0.0
1928,1928,2019-03-22,40.79309379835558,0.0
1929,1929,2019-03-22,49.61130813065231,0.0
1930,1930,2019-03-22,54.68520300862698,0.0
1931,1931,2019-03-22,62.03936716111392,0.0
1932,1932,2019-03-22,59.0,0.0
1933,1933,2019-03-22,49.1,0.0
1934,1934,2019-03-22,68.8,0.0
1935,1935,2019-03-22,63.1,0.0
1936,1936,2019-03-22,50.1,0.0
1937,1937,2019-03-22,41.1,0.0
1938,1938,2019-03-22,34.1,0.0
1939,1939,2019-03-22,19.1,0.0
1940,1940,2019-03-22,24.0,0.0
1941,1941,2019-03-22,29.0,0.0
1942,1942,2019-03-22,39.9,0.0
1943,1943,2019-03-22,27.1,0.0
1944,1944,2019-03-23,28.0,0.0
1945,1945,2019-03-23,26.0,0.0
1946,1946,2019-03-23,25.0,0.0
1947,1947,2019-03-23,28.0,0.0
1948,1948,2019-03-23,25.0,0.0
1949,1949,2019-03-23,35.9,0.0
1950,1950,2019-03-23,66.7,0.0
1951,1951,2019-03-23,87.8,0.0
1952,1952,2019-03-23,100.9,0.0
1953,1953,2019-03-23,70.3,0.0
1954,1954,2019-03-23,72.0,0.0
1955,1955,2019-03-23,66.1,0.0
1956,1956,2019-03-23,55.1,0.0
1957,1957,2019-03-23,50.0,0.0
1958,1958,2019-03-23,43.1,0.0
1959,1959,2019-03-23,39.0,0.0
1960,1960,2019-03-23,28.1,0.0
1961,1961,2019-03-23,28.0,0.0
1962,1962,2019-03-23,28.0,0.0
1963,1963,2019-03-23,33.0,0.0
1964,1964,2019-03-23,35.0,0.0
1965,1965,2019-03-23,35.0,0.0
1966,1966,2019-03-23,32.0,0.0
1967,1967,2019-03-23,29.0,0.0
1968,1968,2019-03-24,22.1,0.0
1969,1969,2019-03-24,47.8,0.0
1970,1970,2019-03-24,42.1,0.0
1971,1971,2019-03-24,34.1,0.0
1972,1972,2019-03-24,35.0,0.0
1973,1973,2019-03-24,44.9,0.0
1974,1974,2019-03-24,37.1,0.0
1975,1975,2019-03-24,43.9,0.0
1976,1976,2019-03-24,48.0,0.0
1977,1977,2019-03-24,47.0,0.0
1978,1978,2019-03-24,48.0,0.0
1979,1979,2019-03-24,51.0,0.0
1980,1980,2019-03-24,58.9,0.0
1981,1981,2019-03-24,58.0,0.0
1982,1982,2019-03-24,50.1,0.0
1983,1983,2019-03-24,47.0,0.0
1984,1984,2019-03-24,49.0,0.0
1985,1985,2019-03-24,48.0,0.0
1986,1986,2019-03-24,40.1,0.0
1987,1987,2019-03-24,49.9,0.0
1988,1988,2019-03-24,59.9,0.0
1989,1989,2019-03-24,57.0,0.0
1990,1990,2019-03-24,59.0,0.0
1991,1991,2019-03-24,57.0,0.0
1992,1992,2019-03-25,55.0,0.0
1993,1993,2019-03-25,37.2,0.0
1994,1994,2019-03-25,33.0,0.0
1995,1995,2019-03-25,34.0,0.0
1996,1996,2019-03-25,45.9,0.0
1997,1997,2019-03-25,52.9,0.0
1998,1998,2019-03-25,51.0,0.0
1999,1999,2019-03-25,57.9,0.0
2000,2000,2019-03-25,57.0,0.0
2001,2001,2019-03-25,39.2,0.0
2002,2002,2019-03-25,42.0,0.0
2003,2003,2019-03-25,44.0,0.0
2004,2004,2019-03-25,35.1,0.0
2005,2005,2019-03-25,33.0,0.0
2006,2006,2019-03-25,52.8,0.0
2007,2007,2019-03-25,49.0,0.0
2008,2008,2019-03-25,33.1,0.0
2009,2009,2019-03-25,31.0,0.0
2010,2010,2019-03-25,31.0,0.0
2011,2011,2019-03-25,25.1,0.0
2012,2012,2019-03-25,28.1,0.0
2013,2013,2019-03-25,36.0,0.0
2014,2014,2019-03-25,60.8,0.0
2015,2015,2019-03-25,68.85227132887515,0.0
2016,2016,2019-03-26,66.0,0.0
2017,2017,2019-03-26,66.0,0.0
2018,2018,2019-03-26,67.0,0.0
2019,2019,2019-03-26,66.0,0.0
2020,2020,2019-03-26,60.0,0.0
2021,2021,2019-03-26,59.0,0.0
2022,2022,2019-03-26,83.9,0.0
2023,2023,2019-03-26,81.0,0.0
2024,2024,2019-03-26,90.0,0.0
2025,2025,2019-03-26,74.1,0.0
2026,2026,2019-03-26,66.0,0.0
2027,2027,2019-03-26,67.0,0.0
2028,2028,2019-03-26,59.0,0.0
2029,2029,2019-03-26,54.0,0.0
2030,2030,2019-03-26,67.9,0.0
2031,2031,2019-03-26,69.0,0.0
2032,2032,2019-03-26,60.0,0.0
2033,2033,2019-03-26,46.1,0.0
2034,2034,2019-03-26,42.0,0.0
2035,2035,2019-03-26,43.0,0.0
2036,2036,2019-03-26,34.0,0.0
2037,2037,2019-03-26,60.9,0.0
2038,2038,2019-03-26,79.9,0.0
2039,2039,2019-03-26,66.1,0.0
2040,2040,2019-03-27,67.0,0.0
2041,2041,2019-03-27,49.1,0.0
2042,2042,2019-03-27,51.0,0.0
2043,2043,2019-03-27,46.0,0.0
2044,2044,2019-03-27,45.0,0.0
2045,2045,2019-03-27,65.9,0.0
2046,2046,2019-03-27,78.9,0.0
2047,2047,2019-03-27,88.0,0.0
2048,2048,2019-03-27,102.9,0.0
2049,2049,2019-03-27,82.1,0.0
2050,2050,2019-03-27,63.1,0.0
2051,2051,2019-03-27,55.0,0.0
2052,2052,2019-03-27,52.0,0.0
2053,2053,2019-03-27,47.0,0.0
2054,2054,2019-03-27,68.9,0.0
2055,2055,2019-03-27,62.0,0.0
2056,2056,2019-03-27,73.0,0.0
2057,2057,2019-03-27,59.1,0.0
2058,2058,2019-03-27,48.0,0.0
2059,2059,2019-03-27,46.0,0.0
2060,2060,2019-03-27,42.0,0.0
2061,2061,2019-03-27,57.9,0.0
2062,2062,2019-03-27,85.9,0.0
2063,2063,2019-03-27,72.1,0.0
2064,2064,2019-03-28,56.1,0.0
2065,2065,2019-03-28,65.0,0.0
2066,2066,2019-03-28,61.0,0.0
2067,2067,2019-03-28,63.0,0.0
2068,2068,2019-03-28,74.0,0.0
2069,2069,2019-03-28,68.0,0.0
2070,2070,2019-03-28,100.9,0.0
2071,2071,2019-03-28,126.9,0.0
2072,2072,2019-03-28,131.0,0.0
2073,2073,2019-03-28,88.2,0.0
2074,2074,2019-03-28,94.0,0.0
2075,2075,2019-03-28,96.0,0.0
2076,2076,2019-03-28,71.1,0.0
2077,2077,2019-03-28,68.0,0.0
2078,2078,2019-03-28,70.0,0.0
2079,2079,2019-03-28,80.0,0.0
2080,2080,2019-03-28,69.0,0.0
2081,2081,2019-03-28,79.0,0.0
2082,2082,2019-03-28,63.1,0.0
2083,2083,2019-03-28,57.0,0.0
2084,2084,2019-03-28,62.0,0.0
2085,2085,2019-03-28,67.0,0.0
2086,2086,2019-03-28,109.8,0.0
2087,2087,2019-03-28,74.2,0.0
2088,2088,2019-03-29,46.1,0.0
2089,2089,2019-03-29,51.0,0.0
2090,2090,2019-03-29,67.9,0.0
2091,2091,2019-03-29,58.0,0.0
2092,2092,2019-03-29,62.0,0.0
2093,2093,2019-03-29,58.0,0.0
2094,2094,2019-03-29,63.0,0.0
2095,2095,2019-03-29,71.0,0.0
2096,2096,2019-03-29,66.0,0.0
2097,2097,2019-03-29,49.1,0.0
2098,2098,2019-03-29,88.8,0.0
2099,2099,2019-03-29,84.0,0.0
2100,2100,2019-03-29,94.0,0.0
2101,2101,2019-03-29,69.1,0.0
2102,2102,2019-03-29,80.0,0.0
2103,2103,2019-03-29,58.1,0.0
2104,2104,2019-03-29,35.1,0.0
2105,2105,2019-03-29,52.9,0.0
2106,2106,2019-03-29,33.1,0.0
2107,2107,2019-03-29,39.0,0.0
2108,2108,2019-03-29,38.0,0.0
2109,2109,2019-03-29,50.3,0.0
2110,2110,2019-03-29,43.1,0.0
2111,2111,2019-03-29,53.406204537756146,0.0
2112,2112,2019-03-30,45.84650970330282,0.0
2113,2113,2019-03-30,42.1,0.0
2114,2114,2019-03-30,46.0,0.0
2115,2115,2019-03-30,40.0,0.0
2116,2116,2019-03-30,36.0,0.0
2117,2117,2019-03-30,31.0,0.0
2118,2118,2019-03-30,22.0,0.0
2119,2119,2019-03-30,32.0,0.0
2120,2120,2019-03-30,51.9,0.0
2121,2121,2019-03-30,57.0,0.0
2122,2122,2019-03-30,64.0,0.0
2123,2123,2019-03-30,55.0,0.0
2124,2124,2019-03-30,43.1,0.0
2125,2125,2019-03-30,46.0,0.0
2126,2126,2019-03-30,48.0,0.0
2127,2127,2019-03-30,53.0,0.0
2128,2128,2019-03-30,58.0,0.0
2129,2129,2019-03-30,46.1,0.0
2130,2130,2019-03-30,52.0,0.0
2131,2131,2019-03-30,77.3,0.0
2132,2132,2019-03-30,58.8,0.0
2133,2133,2019-03-30,52.0,0.0
2134,2134,2019-03-30,50.0,0.0
2135,2135,2019-03-30,36.1,0.0
2136,2136,2019-03-31,31.80452425313461,0.0
2137,2137,2019-03-31,33.1,0.0
2138,2138,2019-03-31,36.0,0.0
2139,2139,2019-03-31,36.0,0.0
2140,2140,2019-03-31,30.0,0.0
2141,2141,2019-03-31,27.0,0.0
2142,2142,2019-03-31,33.0,0.0
2143,2143,2019-03-31,47.9,0.0
2144,2144,2019-03-31,38.0,0.0
2145,2145,2019-03-31,63.9,0.0
2146,2146,2019-03-31,59.0,0.0
2147,2147,2019-03-31,59.0,0.0
2148,2148,2019-03-31,37.1,0.0
2149,2149,2019-03-31,41.0,0.0
2150,2150,2019-03-31,42.0,0.0
2151,2151,2019-03-31,54.9,0.0
2152,2152,2019-03-31,43.1,0.0
2153,2153,2019-03-31,32.0,0.0
2154,2154,2019-03-31,26.0,0.0
2155,2155,2019-03-31,18.0,0.0
2156,2156,2019-03-31,18.57268039750796,0.0
2157,2157,2019-03-31,27.0,0.0
2158,2158,2019-03-31,35.4,0.0
2159,2159,2019-03-31,30.0,0.0
2160,2160,2019-04-01,23.0,0.0
2161,2161,2019-04-01,24.0,0.0
2162,2162,2019-04-01,19.0,0.0
2163,2163,2019-04-01,10.0,0.0
2164,2164,2019-04-01,20.0,0.0
2165,2165,2019-04-01,21.0,0.0
2166,2166,2019-04-01,64.8,0.0
2167,2167,2019-04-01,47.1,0.0
2168,2168,2019-04-01,71.9,0.0
2169,2169,2019-04-01,45.1,0.0
2170,2170,2019-04-01,48.0,0.0
2171,2171,2019-04-01,47.0,0.0
2172,2172,2019-04-01,34.1,0.0
2173,2173,2019-04-01,47.9,0.0
2174,2174,2019-04-01,69.9,0.0
2175,2175,2019-04-01,47.1,0.0
2176,2176,2019-04-01,68.9,0.0
2177,2177,2019-04-01,46.1,0.0
2178,2178,2019-04-01,44.0,0.0
2179,2179,2019-04-01,35.0,0.0
2180,2180,2019-04-01,40.0,0.0
2181,2181,2019-04-01,16.1,0.0
2182,2182,2019-04-01,20.0,0.0
2183,2183,2019-04-01,27.0,0.0
2184,2184,2019-04-02,12.1,0.0
2185,2185,2019-04-02,19.0,0.0
2186,2186,2019-04-02,19.0,0.0
2187,2187,2019-04-02,33.9,0.0
2188,2188,2019-04-02,32.0,0.0
2189,2189,2019-04-02,164.86851851480296,1.0
2190,2190,2019-04-02,55.0,0.0
2191,2191,2019-04-02,38.1,0.0
2192,2192,2019-04-02,50.9,0.0
2193,2193,2019-04-02,42.0,0.0
2194,2194,2019-04-02,56.9,0.0
2195,2195,2019-04-02,42.1,0.0
2196,2196,2019-04-02,67.9,0.0
2197,2197,2019-04-02,47.1,0.0
2198,2198,2019-04-02,57.0,0.0
2199,2199,2019-04-02,28.1,0.0
2200,2200,2019-04-02,18.0,0.0
2201,2201,2019-04-02,21.0,0.0
2202,2202,2019-04-02,32.9,0.0
2203,2203,2019-04-02,37.0,0.0
2204,2204,2019-04-02,48.0,0.0
2205,2205,2019-04-02,75.9,0.0
2206,2206,2019-04-02,101.9,0.0
2207,2207,2019-04-02,101.0,0.0
2208,2208,2019-04-03,74.1,0.0
2209,2209,2019-04-03,47.1,0.0
2210,2210,2019-04-03,71.9,0.0
2211,2211,2019-04-03,30.2,0.0
2212,2212,2019-04-03,47.9,0.0
2213,2213,2019-04-03,51.0,0.0
2214,2214,2019-04-03,97.8,0.0
2215,2215,2019-04-03,106.0,0.0
2216,2216,2019-04-03,106.0,0.0
2217,2217,2019-04-03,92.1,0.0
2218,2218,2019-04-03,70.1,0.0
2219,2219,2019-04-03,70.0,0.0
2220,2220,2019-04-03,45.1,0.0
2221,2221,2019-04-03,71.9,0.0
2222,2222,2019-04-03,52.1,0.0
2223,2223,2019-04-03,37.1,0.0
2224,2224,2019-04-03,36.0,0.0
2225,2225,2019-04-03,34.0,0.0
2226,2226,2019-04-03,28.0,0.0
2227,2227,2019-04-03,120.96595775565865,1.0
2228,2228,2019-04-03,26.0,0.0
2229,2229,2019-04-03,40.9,0.0
2230,2230,2019-04-03,43.0,0.0
2231,2231,2019-04-03,27.1,0.0
2232,2232,2019-04-04,31.0,0.0
2233,2233,2019-04-04,20.0,0.0
2234,2234,2019-04-04,33.9,0.0
2235,2235,2019-04-04,24.0,0.0
2236,2236,2019-04-04,10.1,0.0
2237,2237,2019-04-04,21.0,0.0
2238,2238,2019-04-04,33.9,0.0
2239,2239,2019-04-04,60.9,0.0
2240,2240,2019-04-04,80.9,0.0
2241,2241,2019-04-04,53.1,0.0
2242,2242,2019-04-04,43.0,0.0
2243,2243,2019-04-04,30.1,0.0
2244,2244,2019-04-04,13.1,0.0
2245,2245,2019-04-04,34.9,0.0
2246,2246,2019-04-04,43.0,0.0
2247,2247,2019-04-04,28.0,0.0
2248,2248,2019-04-04,24.0,0.0
2249,2249,2019-04-04,30.0,0.0
2250,2250,2019-04-04,37.0,0.0
2251,2251,2019-04-04,34.0,0.0
2252,2252,2019-04-04,18.0,0.0
2253,2253,2019-04-04,12.0,0.0
2254,2254,2019-04-04,20.0,0.0
2255,2255,2019-04-04,23.0,0.0
2256,2256,2019-04-05,24.0,0.0
2257,2257,2019-04-05,26.0,0.0
2258,2258,2019-04-05,17.0,0.0
2259,2259,2019-04-05,15.0,0.0
2260,2260,2019-04-05,134.5,1.0
2261,2261,2019-04-05,18.0,0.0
2262,2262,2019-04-05,25.0,0.0
2263,2263,2019-04-05,29.0,0.0
2264,2264,2019-04-05,40.0,0.0
2265,2265,2019-04-05,45.0,0.0
2266,2266,2019-04-05,57.0,0.0
2267,2267,2019-04-05,53.0,0.0
2268,2268,2019-04-05,42.0,0.0
2269,2269,2019-04-05,36.0,0.0
2270,2270,2019-04-05,51.0,0.0
2271,2271,2019-04-05,62.0,0.0
2272,2272,2019-04-05,56.0,0.0
2273,2273,2019-04-05,53.0,0.0
2274,2274,2019-04-05,64.07978626544919,0.0
2275,2275,2019-04-05,47.0,0.0
2276,2276,2019-04-05,58.0,0.0
2277,2277,2019-04-05,46.0,0.0
2278,2278,2019-04-05,61.0,0.0
2279,2279,2019-04-05,45.0,0.0
2280,2280,2019-04-06,38.0,0.0
2281,2281,2019-04-06,30.0,0.0
2282,2282,2019-04-06,19.0,0.0
2283,2283,2019-04-06,20.0,0.0
2284,2284,2019-04-06,22.0,0.0
2285,2285,2019-04-06,14.0,0.0
2286,2286,2019-04-06,8.0,0.0
2287,2287,2019-04-06,18.0,0.0
2288,2288,2019-04-06,38.0,0.0
2289,2289,2019-04-06,47.0,0.0
2290,2290,2019-04-06,31.0,0.0
2291,2291,2019-04-06,34.0,0.0
2292,2292,2019-04-06,40.0,0.0
2293,2293,2019-04-06,29.0,0.0
2294,2294,2019-04-06,31.0,0.0
2295,2295,2019-04-06,34.0,0.0
2296,2296,2019-04-06,37.0,0.0
2297,2297,2019-04-06,21.0,0.0
2298,2298,2019-04-06,26.0,0.0
2299,2299,2019-04-06,32.0,0.0
2300,2300,2019-04-06,26.0,0.0
2301,2301,2019-04-06,31.0,0.0
2302,2302,2019-04-06,41.0,0.0
2303,2303,2019-04-06,46.0,0.0
2304,2304,2019-04-07,40.9,0.0
2305,2305,2019-04-07,24.0,0.0
2306,2306,2019-04-07,10.0,0.0
2307,2307,2019-04-07,17.2,0.0
2308,2308,2019-04-07,17.5,0.0
2309,2309,2019-04-07,22.0,0.0
2310,2310,2019-04-07,41.0,0.0
2311,2311,2019-04-07,38.0,0.0
2312,2312,2019-04-07,42.0,0.0
2313,2313,2019-04-07,54.0,0.0
2314,2314,2019-04-07,45.0,0.0
2315,2315,2019-04-07,46.0,0.0
2316,2316,2019-04-07,33.0,0.0
2317,2317,2019-04-07,37.0,0.0
2318,2318,2019-04-07,39.0,0.0
2319,2319,2019-04-07,40.0,0.0
2320,2320,2019-04-07,46.0,0.0
2321,2321,2019-04-07,41.0,0.0
2322,2322,2019-04-07,35.0,0.0
2323,2323,2019-04-07,30.0,0.0
2324,2324,2019-04-07,43.0,0.0
2325,2325,2019-04-07,53.4,0.0
2326,2326,2019-04-07,53.6,0.0
2327,2327,2019-04-07,53.4473307405482,0.0
2328,2328,2019-04-08,42.0,0.0
2329,2329,2019-04-08,38.0,0.0
2330,2330,2019-04-08,38.0,0.0
2331,2331,2019-04-08,35.0,0.0
2332,2332,2019-04-08,46.0,0.0
2333,2333,2019-04-08,48.0,0.0
2334,2334,2019-04-08,60.0,0.0
2335,2335,2019-04-08,73.0,0.0
2336,2336,2019-04-08,79.0,0.0
2337,2337,2019-04-08,66.0,0.0
2338,2338,2019-04-08,50.0,0.0
2339,2339,2019-04-08,44.0,0.0
2340,2340,2019-04-08,55.0,0.0
2341,2341,2019-04-08,40.0,0.0
2342,2342,2019-04-08,56.0,0.0
2343,2343,2019-04-08,66.0,0.0
2344,2344,2019-04-08,62.0,0.0
2345,2345,2019-04-08,66.0,0.0
2346,2346,2019-04-08,46.0,0.0
2347,2347,2019-04-08,42.0,0.0
2348,2348,2019-04-08,44.0,0.0
2349,2349,2019-04-08,75.0,0.0
2350,2350,2019-04-08,64.0,0.0
2351,2351,2019-04-08,66.0,0.0
2352,2352,2019-04-09,59.0,0.0
2353,2353,2019-04-09,56.0,0.0
2354,2354,2019-04-09,54.0,0.0
2355,2355,2019-04-09,49.0,0.0
2356,2356,2019-04-09,40.0,0.0
2357,2357,2019-04-09,51.0,0.0
2358,2358,2019-04-09,70.0,0.0
2359,2359,2019-04-09,76.0,0.0
2360,2360,2019-04-09,70.0,0.0
2361,2361,2019-04-09,99.0,0.0
2362,2362,2019-04-09,60.0,0.0
2363,2363,2019-04-09,40.0,0.0
2364,2364,2019-04-09,55.0,0.0
2365,2365,2019-04-09,48.0,0.0
2366,2366,2019-04-09,42.0,0.0
2367,2367,2019-04-09,43.0,0.0
2368,2368,2019-04-09,33.0,0.0
2369,2369,2019-04-09,36.0,0.0
2370,2370,2019-04-09,26.0,0.0
2371,2371,2019-04-09,22.0,0.0
2372,2372,2019-04-09,34.0,0.0
2373,2373,2019-04-09,36.0,0.0
2374,2374,2019-04-09,33.0,0.0
2375,2375,2019-04-09,35.0,0.0
2376,2376,2019-04-10,22.0,0.0
2377,2377,2019-04-10,27.0,0.0
2378,2378,2019-04-10,34.0,0.0
2379,2379,2019-04-10,25.0,0.0
2380,2380,2019-04-10,32.0,0.0
2381,2381,2019-04-10,34.0,0.0
2382,2382,2019-04-10,62.0,0.0
2383,2383,2019-04-10,109.0,0.0
2384,2384,2019-04-10,61.0,0.0
2385,2385,2019-04-10,106.0,0.0
2386,2386,2019-04-10,64.0,0.0
2387,2387,2019-04-10,46.0,0.0
2388,2388,2019-04-10,39.0,0.0
2389,2389,2019-04-10,44.0,0.0
2390,2390,2019-04-10,41.0,0.0
2391,2391,2019-04-10,34.0,0.0
2392,2392,2019-04-10,35.0,0.0
2393,2393,2019-04-10,40.0,0.0
2394,2394,2019-04-10,42.0,0.0
2395,2395,2019-04-10,41.0,0.0
2396,2396,2019-04-10,38.0,0.0
2397,2397,2019-04-10,27.0,0.0
2398,2398,2019-04-10,28.0,0.0
2399,2399,2019-04-10,50.0,0.0
2400,2400,2019-04-11,68.0,0.0
2401,2401,2019-04-11,74.0,0.0
2402,2402,2019-04-11,61.0,0.0
2403,2403,2019-04-11,33.0,0.0
2404,2404,2019-04-11,45.0,0.0
2405,2405,2019-04-11,39.0,0.0
2406,2406,2019-04-11,80.0,0.0
2407,2407,2019-04-11,111.0,0.0
2408,2408,2019-04-11,95.0,0.0
2409,2409,2019-04-11,67.0,0.0
2410,2410,2019-04-11,54.0,0.0
2411,2411,2019-04-11,48.0,0.0
2412,2412,2019-04-11,77.0,0.0
2413,2413,2019-04-11,54.0,0.0
2414,2414,2019-04-11,73.0,0.0
2415,2415,2019-04-11,68.0,0.0
2416,2416,2019-04-11,39.0,0.0
2417,2417,2019-04-11,48.0,0.0
2418,2418,2019-04-11,45.0,0.0
2419,2419,2019-04-11,47.0,0.0
2420,2420,2019-04-11,56.0,0.0
2421,2421,2019-04-11,59.0,0.0
2422,2422,2019-04-11,60.0,0.0
2423,2423,2019-04-11,63.0,0.0
2424,2424,2019-04-12,47.0,0.0
2425,2425,2019-04-12,36.0,0.0
2426,2426,2019-04-12,36.0,0.0
2427,2427,2019-04-12,27.0,0.0
2428,2428,2019-04-12,37.0,0.0
2429,2429,2019-04-12,36.0,0.0
2430,2430,2019-04-12,56.0,0.0
2431,2431,2019-04-12,57.0,0.0
2432,2432,2019-04-12,53.0,0.0
2433,2433,2019-04-12,42.0,0.0
2434,2434,2019-04-12,36.0,0.0
2435,2435,2019-04-12,33.0,0.0
2436,2436,2019-04-12,49.0,0.0
2437,2437,2019-04-12,52.0,0.0
2438,2438,2019-04-12,59.0,0.0
2439,2439,2019-04-12,58.0,0.0
2440,2440,2019-04-12,61.0,0.0
2441,2441,2019-04-12,59.0,0.0
2442,2442,2019-04-12,63.0,0.0
2443,2443,2019-04-12,75.0,0.0
2444,2444,2019-04-12,74.0,0.0
2445,2445,2019-04-12,66.0,0.0
2446,2446,2019-04-12,69.0,0.0
2447,2447,2019-04-12,62.0,0.0
2448,2448,2019-04-13,54.0,0.0
2449,2449,2019-04-13,59.0,0.0
2450,2450,2019-04-13,42.0,0.0
2451,2451,2019-04-13,45.0,0.0
2452,2452,2019-04-13,38.0,0.0
2453,2453,2019-04-13,40.0,0.0
2454,2454,2019-04-13,54.0,0.0
2455,2455,2019-04-13,59.0,0.0
2456,2456,2019-04-13,60.0,0.0
2457,2457,2019-04-13,49.0,0.0
2458,2458,2019-04-13,50.0,0.0
2459,2459,2019-04-13,55.0,0.0
2460,2460,2019-04-13,47.0,0.0
2461,2461,2019-04-13,48.0,0.0
2462,2462,2019-04-13,38.0,0.0
2463,2463,2019-04-13,41.0,0.0
2464,2464,2019-04-13,39.0,0.0
2465,2465,2019-04-13,48.0,0.0
2466,2466,2019-04-13,45.0,0.0
2467,2467,2019-04-13,54.0,0.0
2468,2468,2019-04-13,57.0,0.0
2469,2469,2019-04-13,68.0,0.0
2470,2470,2019-04-13,64.0,0.0
2471,2471,2019-04-13,59.0,0.0
2472,2472,2019-04-14,46.0,0.0
2473,2473,2019-04-14,56.0,0.0
2474,2474,2019-04-14,61.0,0.0
2475,2475,2019-04-14,39.0,0.0
2476,2476,2019-04-14,33.0,0.0
2477,2477,2019-04-14,34.0,0.0
2478,2478,2019-04-14,45.0,0.0
2479,2479,2019-04-14,54.9,0.0
2480,2480,2019-04-14,41.0,0.0
2481,2481,2019-04-14,34.0,0.0
2482,2482,2019-04-14,37.0,0.0
2483,2483,2019-04-14,30.0,0.0
2484,2484,2019-04-14,29.0,0.0
2485,2485,2019-04-14,24.0,0.0
2486,2486,2019-04-14,30.0,0.0
2487,2487,2019-04-14,36.0,0.0
2488,2488,2019-04-14,38.0,0.0
2489,2489,2019-04-14,30.0,0.0
2490,2490,2019-04-14,21.0,0.0
2491,2491,2019-04-14,27.0,0.0
2492,2492,2019-04-14,20.1,0.0
2493,2493,2019-04-14,33.0,0.0
2494,2494,2019-04-14,28.0,0.0
2495,2495,2019-04-14,29.0,0.0
2496,2496,2019-04-15,27.0,0.0
2497,2497,2019-04-15,19.0,0.0
2498,2498,2019-04-15,14.0,0.0
2499,2499,2019-04-15,10.0,0.0
2500,2500,2019-04-15,6.1,0.0
2501,2501,2019-04-15,23.0,0.0
2502,2502,2019-04-15,20.1,0.0
2503,2503,2019-04-15,53.1,0.0
2504,2504,2019-04-15,70.9,0.0
2505,2505,2019-04-15,47.9,0.0
2506,2506,2019-04-15,34.1,0.0
2507,2507,2019-04-15,46.0,0.0
2508,2508,2019-04-15,42.0,0.0
2509,2509,2019-04-15,41.0,0.0
2510,2510,2019-04-15,36.1,0.0
2511,2511,2019-04-15,48.0,0.0
2512,2512,2019-04-15,43.0,0.0
2513,2513,2019-04-15,51.9,0.0
2514,2514,2019-04-15,32.0,0.0
2515,2515,2019-04-15,27.1,0.0
2516,2516,2019-04-15,43.1,0.0
2517,2517,2019-04-15,65.9,0.0
2518,2518,2019-04-15,53.0,0.0
2519,2519,2019-04-15,46.0,0.0
2520,2520,2019-04-16,38.0,0.0
2521,2521,2019-04-16,34.0,0.0
2522,2522,2019-04-16,28.0,0.0
2523,2523,2019-04-16,29.0,0.0
2524,2524,2019-04-16,25.0,0.0
2525,2525,2019-04-16,24.1,0.0
2526,2526,2019-04-16,49.1,0.0
2527,2527,2019-04-16,64.2,0.0
2528,2528,2019-04-16,120.8,0.0
2529,2529,2019-04-16,63.0,0.0
2530,2530,2019-04-16,54.9,0.0
2531,2531,2019-04-16,29.0,0.0
2532,2532,2019-04-16,39.65349950542742,0.0
2533,2533,2019-04-16,31.78657994181045,0.0
2534,2534,2019-04-16,29.998001860094305,0.0
2535,2535,2019-04-16,47.9,0.0
2536,2536,2019-04-16,30.0,0.0
2537,2537,2019-04-16,38.0,0.0
2538,2538,2019-04-16,31.0,0.0
2539,2539,2019-04-16,33.0,0.0
2540,2540,2019-04-16,38.0,0.0
2541,2541,2019-04-16,49.0,0.0
2542,2542,2019-04-16,52.0,0.0
2543,2543,2019-04-16,55.0,0.0
2544,2544,2019-04-17,48.0,0.0
2545,2545,2019-04-17,47.0,0.0
2546,2546,2019-04-17,47.0,0.0
2547,2547,2019-04-17,46.0,0.0
2548,2548,2019-04-17,40.1,0.0
2549,2549,2019-04-17,55.0,0.0
2550,2550,2019-04-17,63.0,0.0
2551,2551,2019-04-17,71.9,0.0
2552,2552,2019-04-17,195.2567127914711,1.0
2553,2553,2019-04-17,65.0,0.0
2554,2554,2019-04-17,56.9,0.0
2555,2555,2019-04-17,32.1,0.0
2556,2556,2019-04-17,58.0,0.0
2557,2557,2019-04-17,50.0,0.0
2558,2558,2019-04-17,41.0,0.0
2559,2559,2019-04-17,30.0,0.0
